Transaction ID,Date,Customer ID,Product Category,Quantity,Price per Unit,Total Amount
111,19-04-2023,CUST111,Electronics,3,500,1500
112,02-12-2023,CUST112,Clothing,3,500,1500
113,13-09-2023,CUST113,Electronics,2,25,50
114,22-07-2023,CUST114,Beauty,4,25,100
115,26-11-2023,CUST115,Clothing,3,500,1500
116,23-08-2023,CUST116,Clothing,1,30,30
117,15-03-2023,CUST117,Electronics,2,500,1000
118,16-05-2023,CUST118,Electronics,4,500,2000
119,13-03-2023,CUST119,Clothing,3,50,150
120,07-05-2023,CUST120,Beauty,1,50,50
121,15-10-2023,CUST121,Electronics,4,50,200
122,03-10-2023,CUST122,Electronics,4,30,120
123,15-05-2023,CUST123,Electronics,2,30,60
124,27-10-2023,CUST124,Clothing,4,500,2000
125,08-08-2023,CUST125,Clothing,2,50,100
126,26-10-2023,CUST126,Clothing,3,30,90
127,24-07-2023,CUST127,Clothing,2,25,50
128,05-07-2023,CUST128,Beauty,1,500,500
129,23-04-2023,CUST129,Beauty,2,300,600
130,12-03-2023,CUST130,Clothing,1,500,500
131,18-09-2023,CUST131,Beauty,2,300,600
132,10-09-2023,CUST132,Electronics,4,50,200
133,16-02-2023,CUST133,Electronics,3,300,900
134,25-01-2023,CUST134,Electronics,1,50,50
135,26-02-2023,CUST135,Clothing,2,25,50
136,20-03-2023,CUST136,Electronics,2,300,600
137,18-11-2023,CUST137,Beauty,2,500,1000
138,23-03-2023,CUST138,Clothing,4,50,200
139,15-12-2023,CUST139,Beauty,4,500,2000
140,05-08-2023,CUST140,Electronics,1,30,30
141,02-11-2023,CUST141,Electronics,1,50,50
142,02-02-2023,CUST142,Electronics,4,300,1200
143,17-07-2023,CUST143,Clothing,1,50,50
144,15-07-2023,CUST144,Beauty,3,500,1500
145,02-11-2023,CUST145,Clothing,3,25,75
146,28-08-2023,CUST146,Clothing,4,50,200
147,28-09-2023,CUST147,Electronics,1,300,300
148,09-05-2023,CUST148,Clothing,2,30,60
149,11-10-2023,CUST149,Clothing,3,25,75
150,06-01-2023,CUST150,Electronics,4,30,120
151,15-12-2023,CUST151,Clothing,1,50,50
152,28-02-2023,CUST152,Electronics,4,500,2000
153,16-12-2023,CUST153,Electronics,2,500,1000
154,02-10-2023,CUST154,Electronics,3,300,900
155,17-05-2023,CUST155,Electronics,4,500,2000
156,25-11-2023,CUST156,Clothing,4,25,100
157,24-06-2023,CUST157,Electronics,4,500,2000
158,27-02-2023,CUST158,Electronics,2,300,600
159,31-05-2023,CUST159,Clothing,4,50,200
160,11-08-2023,CUST160,Clothing,2,50,100
161,22-03-2023,CUST161,Beauty,2,500,1000
162,21-08-2023,CUST162,Clothing,2,30,60
163,02-01-2023,CUST163,Clothing,3,50,150
164,15-05-2023,CUST164,Beauty,3,500,1500
165,14-09-2023,CUST165,Clothing,4,300,1200
166,02-04-2023,CUST166,Clothing,4,500,2000
167,17-09-2023,CUST167,Clothing,3,50,150
168,24-02-2023,CUST168,Clothing,1,300,300
169,17-11-2023,CUST169,Beauty,3,500,1500
170,02-06-2023,CUST170,Clothing,2,25,50
171,24-11-2023,CUST171,Clothing,3,300,900
172,17-09-2023,CUST172,Beauty,2,25,50
173,08-11-2023,CUST173,Electronics,4,30,120
174,12-04-2023,CUST174,Beauty,1,300,300
175,20-03-2023,CUST175,Electronics,4,25,100
176,11-07-2023,CUST176,Beauty,2,50,100
177,24-03-2023,CUST177,Beauty,2,50,100
178,04-10-2023,CUST178,Clothing,2,30,60
179,29-09-2023,CUST179,Electronics,1,300,300
180,01-01-2023,CUST180,Clothing,3,300,900
181,03-11-2023,CUST181,Electronics,4,300,1200
182,15-06-2023,CUST182,Beauty,4,30,120
183,08-09-2023,CUST183,Beauty,3,300,900
184,10-01-2023,CUST184,Electronics,4,50,200
185,27-02-2023,CUST185,Clothing,1,25,25
186,05-07-2023,CUST186,Clothing,4,50,200
187,07-06-2023,CUST187,Clothing,2,50,100
188,03-05-2023,CUST188,Clothing,3,25,75
189,30-01-2023,CUST189,Beauty,1,50,50
190,04-05-2023,CUST190,Beauty,3,30,90
191,18-10-2023,CUST191,Beauty,1,25,25
192,10-02-2023,CUST192,Beauty,2,50,100
193,13-02-2023,CUST193,Beauty,3,500,1500
194,06-09-2023,CUST194,Clothing,4,50,200
195,05-02-2023,CUST195,Clothing,1,30,30
196,30-09-2023,CUST196,Clothing,3,300,900
197,06-03-2023,CUST197,Clothing,4,50,200
198,07-03-2023,CUST198,Beauty,3,300,900
199,04-12-2023,CUST199,Beauty,3,500,1500
200,01-09-2023,CUST200,Beauty,3,50,150
201,09-10-2023,CUST201,Electronics,1,25,25
202,26-03-2023,CUST202,Clothing,4,300,1200
203,16-05-2023,CUST203,Clothing,2,500,1000
204,28-09-2023,CUST204,Beauty,1,25,25
205,07-11-2023,CUST205,Clothing,1,25,25
206,05-08-2023,CUST206,Clothing,1,25,25
207,19-04-2023,CUST207,Beauty,2,25,50
208,04-10-2023,CUST208,Electronics,4,50,200
209,20-12-2023,CUST209,Electronics,4,50,200
210,13-04-2023,CUST210,Electronics,4,50,200
211,01-01-2024,CUST211,Beauty,3,500,1500
212,09-06-2023,CUST212,Clothing,3,500,1500
213,24-07-2023,CUST213,Beauty,3,500,1500
214,10-12-2023,CUST214,Beauty,2,30,60
215,29-11-2023,CUST215,Clothing,3,500,1500
216,11-07-2023,CUST216,Electronics,2,50,100
217,13-08-2023,CUST217,Electronics,4,50,200
218,22-09-2023,CUST218,Beauty,3,30,90
219,20-08-2023,CUST219,Electronics,3,30,90
220,03-03-2023,CUST220,Beauty,1,500,500
221,07-05-2023,CUST221,Beauty,2,300,600
222,26-04-2023,CUST222,Clothing,4,30,120
223,02-02-2023,CUST223,Clothing,1,25,25
224,23-06-2023,CUST224,Clothing,1,50,50
225,11-01-2023,CUST225,Beauty,4,25,100
226,29-10-2023,CUST226,Clothing,1,50,50
227,11-10-2023,CUST227,Electronics,2,50,100
228,28-04-2023,CUST228,Electronics,2,30,60
229,29-10-2023,CUST229,Beauty,3,30,90
230,23-04-2023,CUST230,Beauty,1,25,25
231,04-01-2023,CUST231,Clothing,3,50,150
232,06-02-2023,CUST232,Beauty,1,25,25
233,29-12-2023,CUST233,Beauty,2,300,600
234,20-11-2023,CUST234,Electronics,2,25,50
235,31-01-2023,CUST235,Electronics,2,500,1000
236,28-04-2023,CUST236,Clothing,1,25,25
237,04-02-2023,CUST237,Beauty,2,500,1000
238,17-01-2023,CUST238,Beauty,1,500,500
239,19-06-2023,CUST239,Electronics,3,500,1500
240,06-02-2023,CUST240,Beauty,1,300,300
241,21-09-2023,CUST241,Electronics,3,25,75
242,02-05-2023,CUST242,Clothing,1,25,25
243,23-05-2023,CUST243,Electronics,3,300,900
244,09-12-2023,CUST244,Beauty,2,50,100
245,06-09-2023,CUST245,Clothing,3,30,90
246,20-04-2023,CUST246,Electronics,2,25,50
247,04-10-2023,CUST247,Electronics,2,30,60
248,09-03-2023,CUST248,Clothing,3,300,900
249,20-10-2023,CUST249,Clothing,1,50,50
250,23-10-2023,CUST250,Electronics,1,50,50
251,31-08-2023,CUST251,Beauty,4,50,200
252,05-05-2023,CUST252,Electronics,1,300,300
253,31-08-2023,CUST253,Clothing,4,500,2000
254,28-07-2023,CUST254,Electronics,1,500,500
255,08-04-2023,CUST255,Clothing,1,30,30
256,18-02-2023,CUST256,Clothing,2,500,1000
257,19-02-2023,CUST257,Beauty,4,500,2000
258,04-12-2023,CUST258,Clothing,1,50,50
259,09-08-2023,CUST259,Clothing,4,50,200
260,01-07-2023,CUST260,Beauty,2,30,60
261,05-08-2023,CUST261,Clothing,2,25,50
262,30-07-2023,CUST262,Beauty,4,30,120
263,28-08-2023,CUST263,Beauty,2,30,60
264,28-01-2023,CUST264,Clothing,3,300,900
265,11-12-2023,CUST265,Clothing,3,300,900
266,01-12-2023,CUST266,Electronics,2,30,60
267,27-11-2023,CUST267,Beauty,3,30,90
268,20-02-2023,CUST268,Electronics,1,30,30
269,01-02-2023,CUST269,Clothing,4,500,2000
270,26-07-2023,CUST270,Electronics,1,300,300
271,23-06-2023,CUST271,Beauty,4,30,120
272,25-02-2023,CUST272,Electronics,2,50,100
273,08-05-2023,CUST273,Beauty,1,50,50
274,09-04-2023,CUST274,Clothing,2,500,1000
275,08-04-2023,CUST275,Clothing,2,500,1000
276,02-10-2023,CUST276,Beauty,4,25,100
277,18-08-2023,CUST277,Clothing,4,25,100
278,13-03-2023,CUST278,Clothing,4,25,100
279,05-08-2023,CUST279,Clothing,1,500,500
280,04-04-2023,CUST280,Clothing,3,500,1500
281,23-05-2023,CUST281,Beauty,4,500,2000
282,25-08-2023,CUST282,Electronics,4,50,200
283,08-05-2023,CUST283,Electronics,1,500,500
284,08-02-2023,CUST284,Clothing,4,50,200
285,15-08-2023,CUST285,Electronics,1,25,25
286,09-10-2023,CUST286,Electronics,2,25,50
287,20-02-2023,CUST287,Clothing,4,25,100
288,26-01-2023,CUST288,Clothing,4,30,120
289,30-11-2023,CUST289,Electronics,2,30,60
290,04-10-2023,CUST290,Beauty,2,300,600
291,08-01-2023,CUST291,Clothing,2,300,600
292,17-02-2023,CUST292,Beauty,4,300,1200
293,02-05-2023,CUST293,Electronics,3,30,90
294,27-03-2023,CUST294,Clothing,3,30,90
295,28-07-2023,CUST295,Beauty,3,300,900
296,06-09-2023,CUST296,Clothing,4,300,1200
297,04-09-2023,CUST297,Electronics,2,500,1000
298,20-04-2023,CUST298,Beauty,4,300,1200
299,25-07-2023,CUST299,Electronics,2,500,1000
300,31-01-2023,CUST300,Electronics,4,50,200
301,26-03-2023,CUST301,Clothing,4,30,120
302,14-07-2023,CUST302,Beauty,2,300,600
303,02-01-2023,CUST303,Electronics,3,30,90
304,19-07-2023,CUST304,Electronics,2,30,60
305,16-05-2023,CUST305,Beauty,1,30,30
306,21-08-2023,CUST306,Electronics,1,50,50
307,27-05-2023,CUST307,Electronics,2,25,50
308,05-08-2023,CUST308,Beauty,4,300,1200
309,23-12-2023,CUST309,Beauty,1,25,25
310,12-10-2023,CUST310,Beauty,1,25,25
311,05-12-2023,CUST311,Beauty,4,25,100
312,07-09-2023,CUST312,Clothing,4,30,120
313,21-03-2023,CUST313,Beauty,3,500,1500
314,08-04-2023,CUST314,Clothing,4,30,120
315,01-06-2023,CUST315,Clothing,2,30,60
316,22-04-2023,CUST316,Clothing,2,25,50
317,30-01-2023,CUST317,Electronics,3,30,90
318,24-10-2023,CUST318,Clothing,1,25,25
319,05-10-2023,CUST319,Clothing,1,500,500
320,01-02-2023,CUST320,Electronics,4,300,1200
321,10-06-2023,CUST321,Electronics,2,25,50
322,30-01-2023,CUST322,Electronics,1,500,500
323,26-01-2023,CUST323,Beauty,3,300,900
324,27-10-2023,CUST324,Electronics,3,50,150
325,02-09-2023,CUST325,Electronics,2,25,50
326,15-09-2023,CUST326,Clothing,3,25,75
327,29-09-2023,CUST327,Electronics,3,50,150
328,22-03-2023,CUST328,Beauty,2,50,100
329,30-01-2023,CUST329,Electronics,4,25,100
330,18-09-2023,CUST330,Beauty,4,50,200
331,11-02-2023,CUST331,Electronics,3,30,90
332,06-04-2023,CUST332,Electronics,4,300,1200
333,05-02-2023,CUST333,Electronics,4,300,1200
334,01-11-2023,CUST334,Electronics,3,300,900
335,04-02-2023,CUST335,Beauty,4,30,120
336,12-12-2023,CUST336,Beauty,3,50,150
337,01-05-2023,CUST337,Clothing,1,500,500
338,26-07-2023,CUST338,Beauty,2,50,100
339,03-03-2023,CUST339,Electronics,2,25,50
340,19-10-2023,CUST340,Clothing,4,300,1200
341,07-05-2023,CUST341,Clothing,4,50,200
342,24-10-2023,CUST342,Clothing,4,500,2000
343,01-11-2023,CUST343,Electronics,2,25,50
344,21-01-2023,CUST344,Beauty,1,30,30
345,14-11-2023,CUST345,Electronics,1,30,30
346,11-02-2023,CUST346,Clothing,2,500,1000
347,03-08-2023,CUST347,Electronics,1,25,25
348,03-12-2023,CUST348,Electronics,2,300,600
349,26-10-2023,CUST349,Beauty,1,50,50
350,17-10-2023,CUST350,Beauty,3,25,75
351,25-09-2023,CUST351,Clothing,3,30,90
352,11-06-2023,CUST352,Electronics,2,500,1000
353,14-05-2023,CUST353,Electronics,1,500,500
354,15-04-2023,CUST354,Beauty,4,50,200
355,09-12-2023,CUST355,Electronics,1,500,500
356,10-06-2023,CUST356,Electronics,3,500,1500
357,03-05-2023,CUST357,Electronics,3,25,75
358,16-05-2023,CUST358,Beauty,1,300,300
359,22-07-2023,CUST359,Clothing,1,50,50
360,09-03-2023,CUST360,Clothing,4,25,100
361,10-12-2023,CUST361,Electronics,4,300,1200
362,27-11-2023,CUST362,Clothing,1,25,25
363,03-06-2023,CUST363,Beauty,1,25,25
364,23-08-2023,CUST364,Beauty,1,500,500
365,11-06-2023,CUST365,Clothing,1,300,300
366,07-02-2023,CUST366,Clothing,2,50,100
367,05-01-2023,CUST367,Electronics,1,50,50
368,23-08-2023,CUST368,Clothing,4,300,1200
369,15-11-2023,CUST369,Electronics,3,500,1500
370,16-10-2023,CUST370,Electronics,2,30,60
371,21-02-2023,CUST371,Beauty,1,25,25
372,07-02-2023,CUST372,Beauty,3,500,1500
373,03-10-2023,CUST373,Beauty,2,300,600
374,20-04-2023,CUST374,Beauty,3,25,75
375,17-09-2023,CUST375,Clothing,1,50,50
376,16-05-2023,CUST376,Beauty,1,30,30
377,09-03-2023,CUST377,Clothing,4,50,200
378,28-06-2023,CUST378,Beauty,1,300,300
379,05-02-2023,CUST379,Clothing,1,25,25
380,06-05-2023,CUST380,Electronics,2,300,600
381,09-07-2023,CUST381,Clothing,4,25,100
382,26-05-2023,CUST382,Clothing,2,500,1000
383,22-03-2023,CUST383,Beauty,3,30,90
384,13-08-2023,CUST384,Clothing,1,500,500
385,06-10-2023,CUST385,Electronics,3,500,1500
386,27-12-2023,CUST386,Electronics,2,300,600
387,04-06-2023,CUST387,Beauty,1,30,30
388,10-11-2023,CUST388,Electronics,1,25,25
389,01-12-2023,CUST389,Clothing,2,25,50
390,28-09-2023,CUST390,Electronics,2,50,100
391,05-01-2023,CUST391,Beauty,2,25,50
392,08-12-2023,CUST392,Clothing,2,300,600
393,11-10-2023,CUST393,Beauty,2,500,1000
394,03-06-2023,CUST394,Clothing,1,500,500
395,06-12-2023,CUST395,Electronics,2,500,1000
396,23-02-2023,CUST396,Beauty,1,30,30
397,10-03-2023,CUST397,Beauty,1,25,25
398,16-05-2023,CUST398,Clothing,2,300,600
399,01-03-2023,CUST399,Beauty,2,30,60
400,24-02-2023,CUST400,Clothing,4,50,200
401,11-10-2023,CUST401,Clothing,1,300,300
402,21-03-2023,CUST402,Clothing,2,300,600
403,20-05-2023,CUST403,Clothing,2,300,600
404,25-05-2023,CUST404,Electronics,2,500,1000
405,06-11-2023,CUST405,Clothing,4,300,1200
406,18-04-2023,CUST406,Beauty,4,25,100
407,25-06-2023,CUST407,Electronics,3,300,900
408,15-04-2023,CUST408,Beauty,1,500,500
409,18-12-2023,CUST409,Electronics,3,300,900
410,21-11-2023,CUST410,Clothing,2,50,100
411,16-05-2023,CUST411,Electronics,4,50,200
412,16-09-2023,CUST412,Electronics,4,500,2000
413,08-09-2023,CUST413,Beauty,3,25,75
414,09-05-2023,CUST414,Beauty,4,25,100
415,27-01-2023,CUST415,Clothing,2,30,60
416,17-02-2023,CUST416,Electronics,4,500,2000
417,21-11-2023,CUST417,Electronics,3,300,900
418,05-08-2023,CUST418,Electronics,2,500,1000
419,22-05-2023,CUST419,Clothing,3,30,90
420,23-01-2023,CUST420,Clothing,4,500,2000
421,02-01-2023,CUST421,Clothing,3,500,1500
422,20-06-2023,CUST422,Clothing,3,30,90
423,08-03-2023,CUST423,Clothing,1,25,25
424,23-11-2023,CUST424,Beauty,4,300,1200
425,15-05-2023,CUST425,Electronics,4,30,120
426,24-03-2023,CUST426,Electronics,3,50,150
427,15-08-2023,CUST427,Electronics,1,25,25
428,10-10-2023,CUST428,Electronics,4,50,200
429,28-12-2023,CUST429,Electronics,2,25,50
430,07-08-2023,CUST430,Electronics,3,300,900
431,15-10-2023,CUST431,Electronics,4,300,1200
432,05-01-2023,CUST432,Electronics,2,500,1000
433,27-02-2023,CUST433,Beauty,4,50,200
434,08-02-2023,CUST434,Electronics,2,25,50
435,20-12-2023,CUST435,Beauty,3,300,900
436,18-03-2023,CUST436,Clothing,4,30,120
437,07-10-2023,CUST437,Electronics,4,300,1200
438,19-01-2023,CUST438,Clothing,1,30,30
439,09-07-2023,CUST439,Clothing,3,25,75
440,26-10-2023,CUST440,Clothing,2,300,600
441,10-10-2023,CUST441,Beauty,4,300,1200
442,17-03-2023,CUST442,Clothing,4,25,100
443,09-08-2023,CUST443,Clothing,2,300,600
444,07-03-2023,CUST444,Clothing,3,30,90
445,22-01-2023,CUST445,Electronics,1,300,300
446,07-06-2023,CUST446,Electronics,1,50,50
447,06-07-2023,CUST447,Beauty,4,500,2000
448,21-01-2023,CUST448,Beauty,2,30,60
449,03-07-2023,CUST449,Electronics,4,50,200
450,18-04-2023,CUST450,Beauty,2,25,50
451,16-12-2023,CUST451,Electronics,1,30,30
452,08-05-2023,CUST452,Clothing,3,500,1500
453,08-12-2023,CUST453,Clothing,2,500,1000
454,22-02-2023,CUST454,Beauty,1,25,25
455,01-07-2023,CUST455,Electronics,4,25,100
456,14-10-2023,CUST456,Electronics,2,30,60
457,28-07-2023,CUST457,Beauty,3,300,900
458,14-11-2023,CUST458,Electronics,4,25,100
459,21-03-2023,CUST459,Clothing,4,300,1200
460,02-05-2023,CUST460,Beauty,1,50,50
461,25-03-2023,CUST461,Beauty,2,500,1000
462,01-04-2023,CUST462,Electronics,4,300,1200
463,31-07-2023,CUST463,Beauty,3,500,1500
464,13-01-2023,CUST464,Electronics,2,300,600
465,02-04-2023,CUST465,Electronics,3,50,150
466,20-06-2023,CUST466,Electronics,4,25,100
467,30-07-2023,CUST467,Electronics,3,50,150
468,09-12-2023,CUST468,Electronics,1,25,25
469,08-05-2023,CUST469,Beauty,3,25,75
470,17-05-2023,CUST470,Clothing,2,500,1000
471,23-03-2023,CUST471,Clothing,3,50,150
472,26-12-2023,CUST472,Beauty,3,300,900
473,25-02-2023,CUST473,Beauty,1,50,50
474,15-07-2023,CUST474,Clothing,3,500,1500
475,20-01-2023,CUST475,Clothing,3,25,75
476,29-08-2023,CUST476,Clothing,4,500,2000
477,24-04-2023,CUST477,Clothing,4,30,120
478,13-04-2023,CUST478,Clothing,2,30,60
479,24-08-2023,CUST479,Electronics,4,300,1200
480,29-06-2023,CUST480,Beauty,4,500,2000
481,06-06-2023,CUST481,Electronics,4,300,1200
482,27-04-2023,CUST482,Clothing,4,300,1200
483,25-04-2023,CUST483,Clothing,1,30,30
484,13-01-2023,CUST484,Clothing,4,300,1200
485,04-12-2023,CUST485,Electronics,1,30,30
486,09-04-2023,CUST486,Electronics,1,25,25
487,24-07-2023,CUST487,Clothing,4,500,2000
488,18-06-2023,CUST488,Electronics,3,300,900
489,23-05-2023,CUST489,Electronics,1,30,30
490,05-02-2023,CUST490,Clothing,3,50,150
491,23-05-2023,CUST491,Electronics,3,300,900
492,29-06-2023,CUST492,Beauty,4,25,100
493,25-11-2023,CUST493,Beauty,2,25,50
494,18-09-2023,CUST494,Beauty,4,50,200
495,24-07-2023,CUST495,Beauty,2,30,60
496,14-12-2023,CUST496,Clothing,2,300,600
497,02-10-2023,CUST497,Clothing,4,30,120
498,19-06-2023,CUST498,Clothing,4,25,100
499,15-01-2023,CUST499,Beauty,2,30,60
500,01-03-2023,CUST500,Beauty,4,25,100
501,14-05-2023,CUST501,Electronics,2,30,60
502,02-04-2023,CUST502,Electronics,3,50,150
503,25-10-2023,CUST503,Beauty,4,500,2000
504,16-05-2023,CUST504,Beauty,3,50,150
505,20-01-2023,CUST505,Beauty,1,50,50
506,25-02-2023,CUST506,Beauty,3,500,1500
507,02-11-2023,CUST507,Electronics,3,500,1500
508,11-08-2023,CUST508,Beauty,2,300,600
509,26-06-2023,CUST509,Electronics,3,300,900
510,10-06-2023,CUST510,Beauty,4,50,200
511,12-08-2023,CUST511,Beauty,2,50,100
512,07-11-2023,CUST512,Beauty,1,25,25
513,19-09-2023,CUST513,Electronics,4,25,100
514,01-03-2023,CUST514,Electronics,1,300,300
515,17-07-2023,CUST515,Clothing,3,300,900
516,23-10-2023,CUST516,Beauty,4,25,100
517,08-04-2023,CUST517,Clothing,4,25,100
518,11-05-2023,CUST518,Clothing,1,30,30
519,23-01-2023,CUST519,Electronics,4,30,120
520,29-12-2023,CUST520,Electronics,4,25,100
521,12-08-2023,CUST521,Clothing,4,30,120
522,01-01-2023,CUST522,Beauty,3,500,1500
523,24-09-2023,CUST523,Electronics,1,300,300
524,03-10-2023,CUST524,Beauty,4,300,1200
525,18-12-2023,CUST525,Beauty,2,25,50
526,10-12-2023,CUST526,Clothing,2,50,100
527,11-04-2023,CUST527,Clothing,2,25,50
528,06-07-2023,CUST528,Clothing,2,30,60
529,09-08-2023,CUST529,Clothing,3,50,150
530,05-02-2023,CUST530,Electronics,4,30,120
531,07-12-2023,CUST531,Electronics,1,500,500
532,19-06-2023,CUST532,Clothing,4,30,120
533,16-11-2023,CUST533,Electronics,3,500,1500
534,10-06-2023,CUST534,Clothing,2,500,1000
535,06-12-2023,CUST535,Beauty,3,30,90
536,05-03-2023,CUST536,Beauty,4,30,120
537,03-06-2023,CUST537,Beauty,1,500,500
538,17-09-2023,CUST538,Clothing,3,50,150
539,08-06-2023,CUST539,Beauty,1,500,500
540,08-12-2023,CUST540,Electronics,3,300,900
541,29-07-2023,CUST541,Beauty,1,500,500
542,17-06-2023,CUST542,Beauty,1,50,50
543,26-07-2023,CUST543,Beauty,2,300,600
544,23-12-2023,CUST544,Electronics,1,25,25
545,01-06-2023,CUST545,Clothing,2,25,50
546,11-10-2023,CUST546,Electronics,4,50,200
547,07-03-2023,CUST547,Clothing,4,500,2000
548,09-04-2023,CUST548,Clothing,2,30,60
549,04-08-2023,CUST549,Beauty,2,50,100
550,07-12-2023,CUST550,Clothing,3,300,900
551,14-07-2023,CUST551,Electronics,3,300,900
552,13-12-2023,CUST552,Electronics,3,25,75
